PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,NAME
1627916,2017-18,20,1612709893,CTN,25.0,5,0,6.0,1.0,2.6,0.385,0.6,1.4,0.429,0.4,0.4,1.0,0.4,0.4,0.8,0.4,0.2,0.0,0.0,0.4,3.0,Stedmon Lemon
1627215,2017-18,20,1612709910,FWN,25.0,40,40,36.6,9.0,18.3,0.49,1.1,3.4,0.309,3.4,4.4,0.768,0.7,3.9,4.7,6.1,2.0,0.2,3.2,2.6,22.4,Walter Lemon Jr.
1628618,2017-18,20,1612709889,OKL,22.0,48,11,21.7,2.7,7.0,0.389,1.9,5.2,0.356,1.1,1.3,0.841,0.5,3.8,4.3,0.5,0.6,0.2,0.6,1.4,8.4,Justin Leon
1628461,2017-18,20,1612709927,WIS,23.0,49,16,28.0,3.4,7.4,0.452,1.1,2.7,0.394,1.4,1.6,0.85,0.3,2.0,2.3,4.6,1.6,0.1,2.8,2.6,9.2,JeQuan Lewis
1628023,2017-18,20,1612709908,RGV,26.0,43,28,20.0,3.6,7.7,0.465,1.0,3.5,0.3,1.1,1.5,0.734,0.7,2.2,2.9,1.3,1.0,0.1,1.0,1.9,9.3,Julien Lewis
1627848,2017-18,20,1612709909,DEL,25.0,33,18,22.5,5.8,10.2,0.562,0.4,0.8,0.429,2.6,4.1,0.649,2.8,4.9,7.8,1.5,0.8,1.4,2.2,3.3,14.5,Shawn Long
1628533,2017-18,20,1612709909,DEL,23.0,29,3,17.6,2.0,5.3,0.373,1.4,3.9,0.372,0.7,0.9,0.778,0.7,1.9,2.6,1.1,0.3,0.3,1.0,2.0,6.1,Marc Loving
1628682,2017-18,20,1612709918,TEX,23.0,12,0,15.9,2.3,5.3,0.422,1.8,4.3,0.423,0.2,0.3,0.667,0.3,1.3,1.5,2.8,0.7,0.1,1.0,0.8,6.5,Damon Lynn
203159,2017-18,20,1612709905,SBL,28.0,46,22,31.4,5.5,12.3,0.45,1.5,3.8,0.405,3.3,3.7,0.884,0.5,3.4,3.8,8.7,1.0,0.1,3.2,2.0,15.9,Scott Machado
203705,2017-18,20,1612709913,ERI,28.0,36,34,34.8,5.1,13.7,0.374,1.7,5.7,0.301,3.2,4.0,0.804,0.4,2.9,3.3,10.2,1.9,0.1,3.2,2.5,15.1,Josh Magette
1627406,2017-18,20,1612709927,WIS,25.0,4,0,6.8,0.3,1.5,0.167,0.0,0.0,0.0,0.5,1.0,0.5,0.0,1.3,1.3,0.5,0.3,0.0,0.0,0.0,1.0,Alex Marzette
1628535,2017-18,20,1612709913,ERI,24.0,48,11,20.4,3.0,7.9,0.382,1.4,4.3,0.317,1.4,2.0,0.704,0.5,1.7,2.1,1.2,0.8,0.1,1.0,1.1,8.8,Jordan Mathews
1628493,2017-18,20,1612709922,GBO,25.0,43,36,25.3,4.5,8.8,0.509,0.0,0.0,0.0,1.9,2.9,0.643,3.4,5.8,9.2,1.1,0.7,1.4,1.9,2.4,10.8,Mangok Mathiang
203949,2017-18,20,0,TOT,25.0,18,14,28.2,3.6,8.6,0.416,0.4,1.7,0.267,2.6,3.6,0.723,2.2,4.3,6.4,2.3,1.4,1.7,1.8,2.2,10.2,James Michael McAdoo
1628571,2017-18,20,0,TOT,24.0,35,29,32.3,6.3,14.9,0.425,2.0,5.3,0.384,3.2,4.4,0.734,1.2,3.9,5.1,1.8,0.9,0.6,2.5,2.1,17.9,Erik McCree
203909,2017-18,20,1612709917,GRD,25.0,31,0,27.4,6.2,12.8,0.482,1.2,4.0,0.306,2.7,3.5,0.761,2.3,4.9,7.1,1.1,1.2,1.4,1.5,2.3,16.2,KJ McDaniels
1626722,2017-18,20,1612709910,FWN,27.0,36,6,26.9,4.6,8.9,0.514,0.8,2.0,0.397,2.0,2.6,0.768,0.7,2.4,3.1,2.5,1.0,0.2,1.9,2.5,12.0,Trey McKinney Jones
1628452,2017-18,20,1612709920,RAP,23.0,45,38,27.7,5.7,11.2,0.504,0.0,0.4,0.056,1.5,2.0,0.761,4.3,5.3,9.6,1.6,1.0,0.9,1.5,2.8,12.8,Kennedy Meeks
